3.38,22,5,5,1
6.75,2,1,1,0
5.59,8,1,3,0
5.14,28,8,5,1
8.78,2,0,0,0
2.82,7,2,1,0
5.45,29,9,2,1
6.59,8,1,3,0
3.63,4,1,0,0
7.91,9,6,0,0
8.14,14,6,0,0
15,9,1,1,0
6.9,3,1,0,0
7.54,5,4,0,0
6.75,4,0,2,0
11.25,9,4,1,0
4.12,24,5,1,1
5.29,7,4,1,0
8.49,1,0,0,0
6.75,4,1,1,0
3.61,30,7,8,1
7.11,3,1,1,0
3.55,2,1,1,0
2.57,4,1,2,0
3.91,22,6,6,1
5.06,8,5,1,0
2.2,5,1,2,0
5.03,4,1,0,0
10.8,5,2,1,0
2.42,21,2,2,1
0,3,0,1,0
4.13,5,2,0,0
6.75,5,2,2,0
3.15,4,3,0,0
2.25,3,0,1,0
7.51,26,8,2,1
3.38,2,1,1,0
6.39,3,2,0,0
3.06,8,3,3,0
5.6,23,4,5,1
5.95,5,2,2,0
3.14,2,2,0,0
5.14,2,0,0,0
4.15,3,2,0,0
0.48,8,1,3,1
4.2,20,7,1,0
2.93,14,3,2,0
2.63,5,0,0,0
6.17,2,1,0,0
2.5,4,1,1,0
5.01,19,7,3,0
9,4,1,0,0
1.86,6,0,1,0
9.24,3,1,0,0
2.89,6,3,0,0
4.15,7,1,0,0
6.26,15,5,1,0
7.11,10,2,0,0
7.94,7,1,0,0
4.76,2,0,0,0
3.95,6,3,1,0
3.33,14,4,4,0
3.86,4,0,1,0
5.5,22,4,6,1
6.85,2,1,0,0
6.37,3,1,1,0
4.91,7,4,0,0
7.48,5,1,0,0
1.35,7,1,2,1
4.18,9,1,3,0
4.21,25,7,5,1
8.74,3,1,1,0
4.05,4,0,0,0
5.87,2,0,1,0
0.48,6,0,1,1
9,19,5,1,0
5.11,8,3,0,0
3.74,7,1,0,0
6.35,8,3,1,0
3.91,22,6,6,1
5.06,8,5,1,0
2.2,5,1,2,0
5.03,4,1,0,0
10.8,5,2,1,0
2.42,21,2,2,1
0,3,0,1,0
4.13,5,2,0,0
6.75,5,2,2,0
3.15,4,3,0,0
2.25,3,0,1,0
7.51,26,8,2,1
3.38,2,1,1,0
6.39,3,2,0,0
3.06,8,3,3,0
5.6,23,4,5,1
5.95,5,2,2,0
3.14,2,2,0,0
5.14,2,0,0,0
4.15,3,2,0,0
0.48,8,1,3,1
4.64,22,6,3,1
2.78,5,0,0,0
6.23,6,3,0,0
7.03,26,4,7,1
9,5,0,1,0
4.76,1,0,1,0
2.57,3,0,2,0
7.43,24,10,4,0
4.32,17,2,2,0
5.13,24,4,6,1
6.04,1,0,1,0
27,3,2,1,0
4.15,7,2,2,0
4.8,17,6,4,0
5.17,10,2,1,0
3,3,0,0,0
3.54,6,1,0,0
3.43,31,8,3,1
4.5,3,0,2,0
2.77,3,0,1,0
4.45,27,7,5,1
2.25,5,2,2,0
2.35,4,0,0,0
11.25,5,2,2,0
12,16,5,1,0
7.97,10,3,2,0
20.25,13,3,0,0
6.59,11,6,3,0
7.71,22,4,6,1
3.42,7,2,0,0
4.26,1,0,0,0
0.71,5,1,0,1
0,3,1,0,0
9,10,5,2,0
4.82,23,8,1,0
3.86,15,5,1,0
0.92,3,0,1,1
2.31,21,7,4,1
0,1,0,0,0
6.88,3,0,2,0
3.38,3,0,2,0
6,5,1,1,0
0,1,0,1,0
4.1,26,7,7,1
7.15,13,4,0,0
7.43,24,10,4,0
4.32,17,2,2,0
5.13,24,4,6,1
6.04,1,0,1,0
27,3,2,1,0
4.15,7,2,2,0
2.78,26,3,4,1
2.75,5,3,2,0
3.18,1,1,0,0
3.86,1,0,1,0
2.38,4,1,1,0
3.22,32,7,7,1
0.51,5,2,1,1
3.1,1,0,0,0
4.06,28,2,7,1
3,6,1,0,0
3.91,28,4,5,1
3.71,3,0,2,0
3.43,4,1,2,0
7.59,3,1,0,0
4.11,5,2,1,0
5.68,32,12,3,1
4.45,3,0,1,0
6.52,4,1,0,0
1.46,1,0,0,0
7.1,29,8,1,1
7,3,1,0,0
3.12,6,0,3,0
5.87,3,1,0,0
0,3,0,1,0
4.5,26,12,2,1
2.7,14,4,3,0
0,1,0,0,0
4.65,25,8,3,1
2.92,9,2,1,0
10.8,5,3,0,0
5.73,2,1,0,0
2.65,1,0,1,0
7.84,24,8,2,0
4.35,4,1,1,0
5.28,5,2,1,0
7.94,15,7,1,0
3.97,25,6,3,1
4.15,4,0,0,0
5.6,7,3,1,0
2.7,3,0,0,0
5.27,32,7,7,1
3.02,29,6,6,1
6.39,2,0,1,0
3.38,3,1,0,0
0,3,0,1,0
5.85,21,3,3,0
9.42,7,1,2,0
3.38,5,0,2,0
2.7,4,1,1,0
5.4,25,5,6,1
2.39,5,1,1,0
6,2,2,0,0
5.06,4,1,0,0
20.25,8,4,0,0
7.97,12,5,2,0
3.38,14,1,3,0
10.8,11,3,0,0
3.44,29,6,2,1
7.13,3,0,1,0
3.65,3,0,2,0
5.44,26,8,6,1
0,3,0,1,0
3.72,2,1,0,0
0,4,1,1,0
3.21,25,5,0,1
3.18,4,1,1,0
6.35,2,1,1,0
3.05,3,1,1,0
2.7,4,1,1,0
3.93,25,8,0,1
9,2,0,0,0
4.91,4,1,1,0
0,3,0,0,0
1.8,27,8,6,1
1,8,1,3,1
2.95,4,2,1,0
7.13,18,6,1,0
3.12,17,3,3,0
4.5,4,0,1,0
4.2,25,8,4,1
3.15,7,1,3,0
27,4,2,1,0
3.5,2,0,0,0
5.3,24,8,1,0
10.13,1,0,1,0
5.23,2,2,0,0
3.77,3,2,0,0
9.82,5,0,1,0
2.84,4,1,2,0
5.29,21,6,7,1
5.59,4,0,1,0
3.71,4,2,0,0
3.66,1,0,0,0
3.86,3,1,0,0
0,3,0,1,0
9.64,4,0,1,0
5.4,23,5,3,1
5.54,4,0,0,0
4.61,6,3,0,0
1.48,6,0,3,1
6.14,5,2,1,0
7.16,29,9,7,1
0.77,3,0,0,1
3.52,2,0,1,0
3.45,6,0,3,0
4.82,27,7,2,1
1.08,3,0,2,1
2.6,4,1,0,0
4.34,23,6,1,0
3.15,8,1,2,0
5.51,4,1,0,0
2.3,6,3,0,0
4.17,28,8,3,1
3.18,4,1,2,0
1.89,1,0,0,0
2.61,4,0,1,0
8.31,20,5,5,0
5.4,6,3,0,0
3.68,7,1,4,0
7.56,4,1,1,0
4.38,2,1,0,0
3.95,2,0,1,0
7,12,4,2,0
6.35,11,0,1,0
4.5,7,1,3,0
5.11,3,1,0,0
1.61,9,3,1,0
4.09,11,5,2,0
3.86,12,2,1,0
4.3,2,1,0,0
3.98,11,7,2,0
5.23,4,1,1,0
3,7,2,1,0
5.92,18,4,1,0
6.48,4,0,1,0
3.2,5,1,2,0
3.94,3,1,1,0
2.73,9,1,3,0
3.77,11,0,2,0
5.19,26,3,4,1
7.31,4,1,3,0
0,12,1,4,0
0,6,2,1,0
4.07,24,4,6,1
2.7,3,0,0,0
3.38,6,1,1,0
0,5,0,1,0
4.78,23,9,3,0
6.48,20,9,3,0
0,4,0,0,0
4.25,15,6,0,0
6.75,9,4,2,0
14.4,14,5,1,0
4.34,5,1,0,0
8.15,27,5,1,1
11.57,2,0,1,0
5.4,4,0,0,0
2.25,3,0,1,0
4.91,3,0,1,0
7.36,23,9,0,0
3.72,6,1,3,0
5.06,4,1,2,0
4.5,10,4,0,0
8.84,25,7,4,1
3.8,11,1,1,0
4.5,4,1,1,0
6.15,23,7,1,0
6.33,5,3,0,0
6.75,7,2,0,0
15.88,5,0,2,0
3.21,30,5,6,1
5.16,18,5,3,0
10.8,9,1,3,0
4.11,2,0,2,0
2.16,12,4,3,0
4.61,19,6,2,0
3.72,3,1,0,0
0.96,7,0,1,1
3.6,5,2,2,0
0,3,0,1,0
0,2,0,0,0
0,1,0,1,0
2.92,33,10,5,1
1.13,4,0,1,1
2.76,3,0,2,0
4.05,26,10,6,1
3.5,8,2,1,0
5.63,1,1,0,0
5.91,7,2,0,0
0,4,0,1,0
3.4,30,8,6,1
3.63,4,0,1,0
5.16,27,3,5,1
12.46,2,0,0,0
3,5,0,2,0
2.98,28,9,6,1
12.27,3,2,0,0
2.63,1,0,0,0
4.5,3,1,0,0
1.93,2,0,1,0
3.86,3,0,1,0
3.92,4,1,0,0
6.36,24,7,1,0
0.82,13,2,4,1
4.26,2,1,0,0
8.04,6,3,0,0
0,7,1,1,0
5.25,27,6,2,1
4.38,5,0,0,0
4.88,1,0,0,0
3.07,25,3,4,1
6.75,3,1,1,0
5.79,1,1,0,0
2.89,3,0,0,0
2.53,4,1,1,0
4.62,28,7,8,1
3.38,7,2,3,0
4.3,1,0,0,0
3,25,9,5,1
2.57,3,0,0,0
1.06,4,0,1,1
7.8,6,1,1,0
3.57,26,8,5,1
4.91,3,0,1,0
3.86,2,1,0,0
2.84,3,1,0,0
4.15,4,0,1,0
6.33,25,4,3,1
6.23,3,1,0,0
10.38,4,2,0,0
3.21,6,1,0,0
2.57,5,1,1,0
3.31,3,0,2,0
3.86,29,8,6,1
3.86,4,2,1,0
2.92,4,0,1,0
3.06,30,8,5,1
3.86,3,0,0,0
0,5,2,2,0
2.61,26,5,8,1
0,6,0,2,0
0,4,1,0,0
4.08,19,3,3,0
5.23,3,1,2,0
9,7,2,0,0
22.5,5,2,2,0
23.63,4,3,0,0
7.47,12,1,3,0
6.15,23,7,1,0
6.33,5,3,0,0
6.75,7,2,0,0
15.88,5,0,2,0
3.21,30,5,6,1
4.93,20,3,3,0
3.32,18,6,1,0
5.21,24,2,10,1
4.12,2,1,0,0
4.91,2,0,1,0
2.7,3,0,1,0
7.96,22,12,1,0
13.5,16,6,2,0
1.29,9,3,2,1
4.35,4,1,1,0
4.78,34,9,6,1
11.7,5,2,0,0
1.64,24,5,5,1
5.51,4,3,0,0
3.65,1,0,0,0
1.19,3,1,1,0
2.93,3,0,1,0
4.57,25,7,4,1
5.23,7,2,2,0
3,5,1,0,0
3.5,4,2,0,0
5.1,30,12,4,1
8.31,3,0,1,0
2.77,3,0,1,0
1.13,4,1,1,0
6.08,20,4,2,0
4.95,2,0,0,0
4.76,5,1,0,0
4.94,7,1,3,0
6.08,4,1,1,0
1.35,7,2,2,0
5.76,15,7,1,0
3,11,4,6,0
4.4,1,0,1,0
2.05,9,4,1,0
0,5,1,1,0
6.14,1,0,0,0
9,15,6,2,0
2.79,6,2,0,0
3.07,7,0,0,0
5.4,5,0,1,0
5.79,2,0,0,0
3,3,0,2,0
3.24,22,8,5,1
3.06,5,0,2,0
4.5,5,1,1,0
0,3,0,1,0
6.86,20,9,4,0
12.46,22,5,8,1
9.82,6,3,1,0
